CAS	Molecule	MaxEStateIndex	MinEStateIndex	MaxAbsEStateIndex	MinAbsEStateIndex	qed	MolWt	HeavyAtomMolWt	ExactMolWt	NumValenceElectrons	NumRadicalElectrons	MaxPartialCharge	MinPartialCharge	MaxAbsPartialCharge	MinAbsPartialCharge	FpDensityMorgan1	FpDensityMorgan2	FpDensityMorgan3	BCUT2D_MWHI	BCUT2D_MWLOW	BCUT2D_CHGHI	BCUT2D_CHGLO	BCUT2D_LOGPHI	BCUT2D_LOGPLOW	BCUT2D_MRHI	BCUT2D_MRLOW	BalabanJ	BertzCT	Chi0	Chi0n	Chi0v	Chi1	Chi1n	Chi1v	Chi2n	Chi2v	Chi3n	Chi3v	Chi4n	Chi4v	HallKierAlpha	Ipc	Kappa1	Kappa2	Kappa3	LabuteASA	PEOE_VSA1	PEOE_VSA10	PEOE_VSA11	PEOE_VSA12	PEOE_VSA13	PEOE_VSA14	PEOE_VSA2	PEOE_VSA3	PEOE_VSA4	PEOE_VSA5	PEOE_VSA6	PEOE_VSA7	PEOE_VSA8	PEOE_VSA9	SMR_VSA1	SMR_VSA10	SMR_VSA2	SMR_VSA3	SMR_VSA4	SMR_VSA5	SMR_VSA6	SMR_VSA7	SMR_VSA8	SMR_VSA9	SlogP_VSA1	SlogP_VSA10	SlogP_VSA11	SlogP_VSA12	SlogP_VSA2	SlogP_VSA3	SlogP_VSA4	SlogP_VSA5	SlogP_VSA6	SlogP_VSA7	SlogP_VSA8	SlogP_VSA9	TPSA	EState_VSA1	EState_VSA10	EState_VSA11	EState_VSA2	EState_VSA3	EState_VSA4	EState_VSA5	EState_VSA6	EState_VSA7	EState_VSA8	EState_VSA9	VSA_EState1	VSA_EState10	VSA_EState2	VSA_EState3	VSA_EState4	VSA_EState5	VSA_EState6	VSA_EState7	VSA_EState8	VSA_EState9	FractionCSP3	HeavyAtomCount	NHOHCount	NOCount	NumAliphaticCarbocycles	NumAliphaticHeterocycles	NumAliphaticRings	NumAromaticCarbocycles	NumAromaticHeterocycles	NumAromaticRings	NumHAcceptors	NumHDonors	NumHeteroatoms	NumRotatableBonds	NumSaturatedCarbocycles	NumSaturatedHeterocycles	NumSaturatedRings	RingCount	MolLogP	MolMR	fr_Al_COO	fr_Al_OH	fr_Al_OH_noTert	fr_ArN	fr_Ar_COO	fr_Ar_N	fr_Ar_NH	fr_Ar_OH	fr_COO	fr_COO2	fr_C_O	fr_C_O_noCOO	fr_C_S	fr_HOCCN	fr_Imine	fr_NH0	fr_NH1	fr_NH2	fr_N_O	fr_Ndealkylation1	fr_Ndealkylation2	fr_Nhpyrrole	fr_SH	fr_aldehyde	fr_alkyl_carbamate	fr_alkyl_halide	fr_allylic_oxid	fr_amide	fr_amidine	fr_aniline	fr_aryl_methyl	fr_azide	fr_azo	fr_barbitur	fr_benzene	fr_benzodiazepine	fr_bicyclic	fr_diazo	fr_dihydropyridine	fr_epoxide	fr_ester	fr_ether	fr_furan	fr_guanido	fr_halogen	fr_hdrzine	fr_hdrzone	fr_imidazole	fr_imide	fr_isocyan	fr_isothiocyan	fr_ketone	fr_ketone_Topliss	fr_lactam	fr_lactone	fr_methoxy	fr_morpholine	fr_nitrile	fr_nitro	fr_nitro_arom	fr_nitro_arom_nonortho	fr_nitroso	fr_oxazole	fr_oxime	fr_para_hydroxylation	fr_phenol	fr_phenol_noOrthoHbond	fr_phos_acid	fr_phos_ester	fr_piperdine	fr_piperzine	fr_priamide	fr_prisulfonamd	fr_pyridine	fr_quatN	fr_sulfide	fr_sulfonamd	fr_sulfone	fr_term_acetylene	fr_tetrazole	fr_thiazole	fr_thiocyan	fr_thiophene	fr_unbrch_alkane	fr_urea	NumAmideBonds	NumSpiroAtoms	NumBridgeheadAtoms
104-55-2	O=C/C=C/c1ccccc1	9.891373299319728	0.7708333333333333	9.891373299319728	0.7708333333333333	0.4433687822838736	132.16199999999998	124.09799999999997	132.057514876	50	0	0.14235723136772482	-0.29856366004105594	0.29856366004105594	0.14235723136772482	1.1	1.8	2.4	16.128435387968327	10.195128696125796	1.7853875886738355	-1.8623354882854464	1.9860228839166132	-1.6732345770539674	5.7315069305345485	-0.10356707923991458	2.7587670006154434	223.74339906009686	7.234204518682008	5.52705044398087	5.52705044398087	4.931851652578137	3.1017276641799554	3.1017276641799554	1.9058831224074562	1.9058831224074562	1.1668150461385	1.1668150461385	0.7145448510869892	0.7145448510869892	-1.37	251.66716234355823	6.745874855156431	3.6165878630836263	1.8597894898001621	59.998148530546295	0.0	6.286160523129555	0.0	0.0	0.0	0.0	4.794537184071822	0.0	0.0	0.0	36.407855449141934	11.639471598530877	0.0	0.0	4.794537184071822	12.362180629963436	0.0	0.0	0.0	0.0	0.0	41.97130694083893	0.0	0.0	0.0	0.0	0.0	0.0	6.286160523129555	4.794537184071822	0.0	5.563451491696996	36.407855449141934	0.0	6.076020106833881	0.0	17.07	0.0	4.794537184071822	0.0	0.0	0.0	11.849612014826551	6.076020106833881	6.076020106833881	30.33183534230805	0.0	0.0	0.0	0.0	9.891373299319728	0.0	1.0505555555555557	0.0	9.701589663643235	4.023148148148148	0.0	0.0	0.0	10	0	1	0	0	0	1	0	1	1	0	1	2	0	0	0	1	1.8987	41.54000000000002	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141-27-5	CC(C)=CCC/C(C)=C/C=O	10.020497606449988	0.8450897581254724	10.020497606449988	0.8450897581254724	0.34370646240024516	152.237	136.10899999999998	152.120115132	62	0	0.1422808517749483	-0.2985656613427288	0.2985656613427288	0.1422808517749483	1.2727272727272727	1.9090909090909092	2.3636363636363638	16.12845953600848	10.11740175174238	1.8603150666997068	-1.9444288665162615	2.0451405279452763	-1.7688368786685953	5.653303402248735	-0.10366307145379085	3.6257596603687854	171.3117986128446	8.69023444431199	7.554512660405836	7.554512660405836	5.163902460147014	3.908187543975612	3.908187543975612	2.9692516495910093	2.9692516495910093	1.443820170964484	1.443820170964484	0.7880020563840352	0.7880020563840352	-0.8500000000000001	203.69506175903632	10.15	5.899350869955592	7.042355752945163	68.80604609307427	0.0	6.286160523129555	0.0	0.0	0.0	0.0	4.794537184071822	0.0	0.0	0.0	17.22222916697242	39.68887495175777	0.0	0.0	4.794537184071822	6.286160523129555	0.0	0.0	0.0	33.61285484492389	0.0	23.2982492738063	0.0	0.0	0.0	0.0	0.0	0.0	6.286160523129555	4.794537184071822	0.0	33.61285484492389	23.2982492738063	0.0	0.0	0.0	17.07	0.0	4.794537184071822	0.0	0.0	0.0	24.70090829905084	5.573104530069267	6.076020106833881	6.923737199690624	19.92349450621513	0.0	0.0	0.0	10.020497606449988	0.0	2.487410241874528	0.0	0.0	6.681798941798942	6.1436265432098764	0.0	0.5	11	0	1	0	0	0	0	0	0	1	0	1	4	0	0	0	0	2.878000000000001	48.48600000000003	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5585-39-7	CC(C)=CCC/C(C)=C/C#N	8.3033841962711	0.99875	8.3033841962711	0.99875	0.4462404503718859	149.237	134.11699999999996	149.12044948	60	0	0.09109480193579737	-0.19310049789526787	0.19310049789526787	0.09109480193579737	1.3636363636363635	2.0	2.4545454545454546	14.212838277311494	10.117391711300927	1.8610352143320645	-1.939433674736473	2.0484833528197757	-1.750164285955517	5.113916662896009	0.9676624916180275	3.6542779838994157	199.40289188642524	8.69023444431199	7.516127696252305	7.516127696252305	5.163902460147014	3.8514338825915546	3.8514338825915546	2.939939231607376	2.939939231607376	1.402210354706245	1.402210354706245	0.7708768714185131	0.7708768714185131	-1.03	203.69506175903632	9.97	5.732166137328737	6.860272335561998	69.03710367449922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.261891554738487	0.0	17.22222916697242	33.61285484492389	6.076020106833881	6.069221312792274	0.0	0.0	5.261891554738487	0.0	0.0	33.61285484492389	0.0	23.2982492738063	0.0	6.069221312792274	0.0	0.0	0.0	0.0	0.0	0.0	11.33111286753076	33.61285484492389	23.2982492738063	0.0	0.0	0.0	23.79	0.0	0.0	0.0	0.0	0.0	18.414747775921285	5.573104530069267	6.076020106833881	12.992958512482897	19.92349450621513	5.261891554738487	0.0	0.0	0.0	8.3033841962711	2.4997756046863193	0.0	2.02286328420257	5.8458673469387765	6.161442901234567	0.0	0.5	11	0	1	0	0	0	0	0	0	1	0	1	3	0	0	0	0	3.2026800000000017	48.03500000000003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
91-64-5	O=c1ccc2ccccc2o1	10.716763038548752	-0.3021296296296294	10.716763038548752	0.3021296296296294	0.5302216682110639	146.14499999999998	140.09699999999998	146.036779432	54	0	0.33569031616433825	-0.4227294736611369	0.4227294736611369	0.33569031616433825	1.0	1.8181818181818181	2.727272727272727	16.39186140305164	10.226050366187659	1.915625036794799	-1.908959753797825	2.0840599625208287	-1.9285478309719302	5.751853717034222	0.560828789443365	2.935350797972025	428.5108208761056	7.681798275874712	5.7805981960654815	5.7805981960654815	5.360173345306137	3.35040630740838	3.35040630740838	2.2922570838438423	2.2922570838438423	1.5285353991729589	1.5285353991729589	1.0113830342838968	1.0113830342838968	-1.57	487.8529731213885	6.160248407637458	2.234974333040861	1.02612164813026	63.07940657528498	4.417150937053347	5.583020141642242	0.0	0.0	0.0	5.625586319077987	0.0	4.794537184071822	0.0	0.0	18.19910120538483	12.13273413692322	11.452591282926406	0.0	4.417150937053347	10.969244356107037	0.0	0.0	0.0	0.0	0.0	46.818325913919466	0.0	0.0	5.625586319077987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.609890531894834	0.0	10.969244356107037	0.0	30.21	0.0	4.794537184071822	0.0	5.625586319077987	5.583020141642242	5.386224214464796	6.06636706846161	12.13273413692322	18.19910120538483	0.0	4.417150937053347	4.9060648148148145	0.0	10.716763038548752	0.9510185185185187	0.33675925925925965	0.0	10.589394368858654	0.0	0.0	0.0	0.0	11	0	2	0	0	0	1	1	2	2	0	2	0	0	0	0	2	1.793	42.484000000000016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
108-39-4	Cc1cccc(O)c1	8.813055555555556	0.33796296296296324	8.813055555555556	0.33796296296296324	0.5359354364287862	108.13999999999999	100.07599999999998	108.057514876	42	0	0.11533965245343211	-0.5079565717457838	0.5079565717457838	0.11533965245343211	1.375	2.125	2.5	16.254656663338764	10.22455320548862	1.826185111866424	-1.894289843105025	2.0782394469439165	-1.6646216320811145	5.2507147553307165	0.4746651853356812	3.077660437970554	164.24662946459569	5.983127663125442	4.756614672258461	4.756614672258461	3.787693700234704	2.5449740027958976	2.5449740027958976	1.8390034826307355	1.8390034826307355	1.0016564017772738	1.0016564017772738	0.6279702493922379	0.6279702493922379	-0.9800000000000001	64.0524865010122	5.162450142450142	1.8646221994975438	0.9971092570832982	48.59057898608958	5.106527394840706	5.749511833283905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.13273413692322	24.619922828310838	0.0	0.0	5.106527394840706	0.0	0.0	0.0	0.0	6.923737199690624	0.0	29.828919765543436	0.0	5.749511833283905	0.0	0.0	5.749511833283905	0.0	5.106527394840706	0.0	6.923737199690624	5.563451491696996	24.26546827384644	0.0	0.0	0.0	20.23	0.0	0.0	0.0	0.0	5.749511833283905	5.563451491696996	0.0	12.13273413692322	19.056471336613843	0.0	5.106527394840706	0.0	0.0	0.0	8.813055555555556	1.0879629629629632	0.33796296296296324	7.150185185185185	0.0	1.9441666666666666	0.0	0.14285714285714285	8	1	1	0	0	0	1	0	1	1	1	1	0	0	0	0	1	1.7006199999999998	32.843799999999995	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106-44-5	Cc1ccc(O)cc1	8.756666666666668	0.3292592592592596	8.756666666666668	0.3292592592592596	0.5359354364287862	108.13999999999999	100.07599999999998	108.057514876	42	0	0.11509448895139268	-0.5079666481555334	0.5079666481555334	0.11509448895139268	1.125	1.625	2.0	16.254628518288314	10.227242689963592	1.8155373233666159	-1.8878934072065379	2.0680389765968967	-1.6594050791138777	5.239730988034628	0.47494762466874013	3.0324555320336755	143.24662946459569	5.983127663125442	4.756614672258461	4.756614672258461	3.787693700234704	2.5449740027958976	2.5449740027958976	1.8355491589367872	1.8355491589367872	1.0339713779597368	1.0339713779597368	0.5447634667576462	0.5447634667576462	-0.98	70.79892376087899	5.162450142450142	1.8646221994975438	0.9971092570832982	48.59057898608958	5.106527394840706	5.749511833283905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.696185628620217	19.056471336613843	0.0	0.0	5.106527394840706	0.0	0.0	0.0	0.0	6.923737199690624	0.0	29.828919765543436	0.0	5.749511833283905	0.0	0.0	5.749511833283905	0.0	5.106527394840706	0.0	6.923737199690624	5.563451491696996	24.26546827384644	0.0	0.0	0.0	20.23	0.0	0.0	0.0	0.0	5.749511833283905	0.0	5.563451491696996	12.13273413692322	19.056471336613843	0.0	5.106527394840706	0.0	0.0	0.0	8.756666666666668	1.1692592592592594	0.3292592592592596	7.092592592592593	0.0	1.9855555555555555	0.0	0.14285714285714285	8	1	1	0	0	0	1	0	1	1	1	1	0	0	0	0	1	1.7006199999999998	32.843799999999995	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140-39-6	CC(=O)Oc1ccc(C)cc1	10.475857426303856	-0.2834693877551018	10.475857426303856	0.2834693877551018	0.45128381192661615	150.177	140.09699999999998	150.06807956	58	0	0.3075239401867776	-0.4267335880934187	0.4267335880934187	0.3075239401867776	1.2727272727272727	1.8181818181818181	2.272727272727273	16.53462613695383	10.223652944966314	1.9439752328267206	-1.9906488351099902	2.1039352195433207	-2.0018581280226955	5.687012303093575	-0.1313977631223354	2.7362980721056545	248.77017257091026	8.267584713501616	6.62589765768623	6.62589765768623	5.1815405503520555	3.4337396407417136	3.4337396407417136	2.4066962259983042	2.4066962259983042	1.2825628124280959	1.2825628124280959	0.7722742836258345	0.7722742836258345	-1.31	285.51074052739676	7.793199174406604	3.191164645691246	2.4151759077622965	65.80129679223742	4.736862953800049	5.749511833283905	0.0	0.0	0.0	5.969305287951849	4.794537184071822	0.0	0.0	0.0	17.696185628620217	19.056471336613843	6.923737199690624	0.0	9.53140013787187	5.969305287951849	0.0	0.0	0.0	13.847474399381248	0.0	29.828919765543436	0.0	5.749511833283905	4.736862953800049	0.0	5.749511833283905	0.0	5.969305287951849	4.794537184071822	6.923737199690624	12.487188691387619	24.26546827384644	0.0	0.0	0.0	26.3	0.0	4.794537184071822	0.0	5.969305287951849	5.749511833283905	5.563451491696996	6.923737199690624	12.13273413692322	19.056471336613843	0.0	4.736862953800049	4.830277777777778	0.0	10.475857426303856	0.0	1.153613000755858	0.31662320483749107	7.351203703703703	0.0	3.372424886621315	0.0	0.2222222222222222	11	0	2	0	0	0	1	0	1	2	0	2	1	0	0	0	1	1.92032	42.48800000000002	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103-93-5	Cc1ccc(OC(=O)C(C)C)cc1	11.17493150037793	-0.19087679516250922	11.17493150037793	0.08212679516250976	0.5135827437541569	178.231	164.11899999999997	178.099379688	70	0	0.31326058460766165	-0.42634154532333784	0.42634154532333784	0.31326058460766165	1.2307692307692308	1.7692307692307692	2.230769230769231	16.53637402234015	10.199589528921164	2.081785259386685	-2.055642201673079	2.124289692486528	-2.1405956580454286	5.737526106604049	-0.13727142862186723	2.6460935389709666	285.4635179904358	9.844934982691242	8.203247926875855	8.203247926875855	6.092224152875016	4.377115313715778	4.377115313715778	3.3888507343092087	3.3888507343092087	1.7108308257020406	1.7108308257020406	0.8403156653698115	0.8403156653698115	-1.31	758.764388303685	9.775543199315653	4.077362948718417	2.898041396329141	78.53118102103065	4.736862953800049	5.749511833283905	0.0	0.0	0.0	5.969305287951849	4.794537184071822	0.0	0.0	0.0	31.543660028001465	19.056471336613843	0.0	5.917906046161393	9.53140013787187	5.969305287951849	0.0	0.0	5.917906046161393	20.771211599071872	0.0	29.828919765543436	0.0	5.749511833283905	4.736862953800049	0.0	5.749511833283905	0.0	5.969305287951849	4.794537184071822	12.841643245852017	19.410925891078243	24.26546827384644	0.0	0.0	0.0	26.3	0.0	4.794537184071822	0.0	11.887211334113243	5.749511833283905	5.563451491696996	0.0	12.13273413692322	32.903945735995094	0.0	4.736862953800049	5.091851851851851	0.0	11.17493150037793	0.0	1.1568017762660623	0.342089002267574	7.441574074074074	0.0	5.626085128495843	0.0	0.36363636363636365	13	0	2	0	0	0	1	0	1	2	0	2	2	0	0	0	1	2.556420000000001	51.65200000000003	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104-93-8	COc1ccc(C)cc1	4.969166666666666	0.9172222222222224	4.969166666666666	0.9172222222222224	0.5532379862472909	122.16699999999997	112.08699999999997	122.07316494	48	0	0.11837738457272944	-0.49676822175454044	0.49676822175454044	0.11837738457272944	1.1111111111111112	1.6666666666666667	2.111111111111111	16.465246736598363	10.225114531068288	1.8507724978319346	-1.965882890887034	2.0885703342051167	-1.8009364076282444	5.253801282808628	0.4144614543051035	2.881555877646136	176.26405299160075	6.69023444431199	5.717649367222367	5.717649367222367	4.325698502695489	2.9337396407417136	2.9337396407417136	2.017176674817074	2.017176674817074	1.2566852033432212	1.2566852033432212	0.6743520127395849	0.6743520127395849	-0.9800000000000001	129.22533870330605	6.144688279301746	2.533930223385564	1.4567376919048354	55.274832577797056	4.736862953800049	5.749511833283905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.696185628620217	19.056471336613843	0.0	7.109797541277533	4.736862953800049	0.0	0.0	0.0	0.0	6.923737199690624	7.109797541277533	29.828919765543436	0.0	5.749511833283905	4.736862953800049	0.0	5.749511833283905	0.0	7.109797541277533	0.0	6.923737199690624	5.563451491696996	24.26546827384644	0.0	0.0	0.0	9.23	0.0	0.0	0.0	0.0	0.0	5.749511833283905	5.563451491696996	7.109797541277533	24.26546827384644	6.923737199690624	4.736862953800049	4.969166666666666	0.0	0.0	0.0	1.2600000000000002	0.9172222222222224	7.960648148148149	0.0	2.055	1.6712962962962963	0.25	9	0	1	0	0	0	1	0	1	1	0	1	1	0	0	0	1	2.0036199999999997	37.73100000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
122-03-2	CC(C)c1ccc(C=O)cc1	10.287636999244143	0.5376870748299319	10.287636999244143	0.5376870748299319	0.5890553243743855	148.20499999999998	136.10899999999998	148.088815004	58	0	0.14954836598843899	-0.29789640884515184	0.29789640884515184	0.14954836598843899	1.1818181818181819	1.7272727272727273	2.090909090909091	16.128922357995492	10.023117403135563	1.9640598880003863	-2.028407052503894	2.130107436112014	-1.867070620167938	5.741135737284857	0.11183185453431094	2.90982279990154	233.55461928814682	8.267584713501616	6.872349905601619	6.872349905601619	5.236382105218447	3.789120273010312	3.789120273010312	2.939218335243676	2.939218335243676	1.7392164557407899	1.7392164557407899	0.9594788901624515	0.9594788901624515	-1.11	335.4793897870248	7.991112234580385	3.3308105585183703	1.9034909190792926	67.05269367712715	0.0	6.286160523129555	0.0	0.0	0.0	0.0	4.794537184071822	0.0	0.0	0.0	38.112942673227685	11.48135753785839	5.563451491696996	0.0	4.794537184071822	6.286160523129555	0.0	0.0	0.0	19.76538044554264	0.0	35.392371257240434	0.0	0.0	0.0	0.0	0.0	0.0	6.286160523129555	0.0	0.0	35.68682061300845	24.26546827384644	0.0	0.0	0.0	17.07	0.0	4.794537184071822	0.0	0.0	5.917906046161393	11.849612014826551	5.563451491696996	0.0	24.26546827384644	13.847474399381248	0.0	0.0	0.0	10.287636999244143	0.0	2.018518518518519	0.5376870748299319	7.687962962962963	0.8651851851851853	4.269675925925926	0.0	0.3	11	0	1	0	0	0	1	0	1	1	0	1	2	0	0	0	1	2.6225000000000014	45.91850000000003	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1423-46-7	CC1=CC(C)C(C=O)C(C)C1	10.658151927437642	0.24879629629629596	10.658151927437642	0.24879629629629596	0.41634771254746566	152.23699999999997	136.10899999999998	152.120115132	62	0	0.12342529634121732	-0.3030539351560419	0.3030539351560419	0.12342529634121732	1.5454545454545454	2.1818181818181817	2.6363636363636362	16.129498794129212	9.758360393389234	2.2510632158535597	-2.279792751563309	2.31117240743422	-2.236294593569961	5.554061535445775	-0.11308498430020066	2.7622572898218296	181.3117986128446	8.430721420318147	7.50210641759854	7.50210641759854	5.147065707741406	4.274212947760051	4.274212947760051	3.7669771555854514	3.7669771555854514	2.612683007636718	2.612683007636718	2.048149968630471	2.048149968630471	-0.5900000000000001	255.67666789987047	8.506061479346783	3.205189072281423	1.7046236012828426	68.4898179717293	4.794537184071822	6.286160523129555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.496599036284397	25.18037091493942	5.917906046161393	0.0	4.794537184071822	6.286160523129555	0.0	0.0	17.75371813848418	27.19203322199788	0.0	11.64912463690315	0.0	0.0	0.0	0.0	0.0	0.0	6.286160523129555	4.794537184071822	17.75371813848418	27.19203322199788	11.64912463690315	0.0	0.0	0.0	17.07	0.0	4.794537184071822	0.0	5.917906046161393	11.835812092322787	12.706982146055566	5.573104530069267	0.0	0.0	26.847231705905752	0.0	0.0	0.0	10.658151927437642	0.0	1.433425925925926	1.22449074074074	0.0	4.421712962962963	6.4288851095993955	0.0	0.7	11	0	1	1	0	1	0	0	0	1	0	1	1	0	0	0	1	2.4237	46.25600000000003	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55704-78-4	CC1(O)CSC(C)(O)CS1	9.437685185185185	-0.645925925925926	9.437685185185185	0.6018518518518519	0.5804986942342372	180.294	168.19799999999998	180.027871624	60	0	0.11643342791638334	-0.37892476882479165	0.37892476882479165	0.11643342791638334	1.0	1.3	1.5	32.17292507728599	10.43570760498182	2.351291211584961	-2.3506354867980077	2.4037317453095275	-2.3734210670645766	8.073348391054676	0.15490056409686478	2.4619689397977487	105.70950594454669	7.828427124746191	6.125137334300737	7.758130496156189	4.414213562373095	3.1399189363399946	5.1111160556469715	2.927396022786701	5.841091782953415	1.3018620016638829	4.612692786178195	0.6620955505165714	2.8398400421429875	0.62	121.80764338014212	8.714161958568738	2.5877812676939462	2.341652590664363	69.39281800140586	10.213054789681411	9.866165589608936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.52376989878223	0.0	13.847474399381248	11.505707213493578	0.0	10.213054789681411	23.52376989878223	0.0	0.0	0.0	23.713639988990185	11.505707213493578	0.0	0.0	0.0	0.0	0.0	0.0	23.52376989878223	31.584927592783927	0.0	0.0	13.847474399381248	0.0	0.0	0.0	0.0	40.46	9.866165589608936	10.213054789681411	0.0	0.0	11.505707213493578	0.0	23.52376989878223	13.847474399381248	0.0	0.0	0.0	0.0	2.8240740740740735	-1.2918518518518518	18.87537037037037	0.0	1.2037037037037037	0.0	0.0	3.5553703703703703	0.0	1.0	10	2	2	0	1	1	0	0	0	4	2	4	0	0	1	1	1	0.8834	46.16360000000003	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
