CAS	Molecule	MaxEStateIndex	MinEStateIndex	MaxAbsEStateIndex	MinAbsEStateIndex	qed	MolWt	HeavyAtomMolWt	ExactMolWt	NumValenceElectrons	NumRadicalElectrons	MaxPartialCharge	MinPartialCharge	MaxAbsPartialCharge	MinAbsPartialCharge	FpDensityMorgan1	FpDensityMorgan2	FpDensityMorgan3	BCUT2D_MWHI	BCUT2D_MWLOW	BCUT2D_CHGHI	BCUT2D_CHGLO	BCUT2D_LOGPHI	BCUT2D_LOGPLOW	BCUT2D_MRHI	BCUT2D_MRLOW	BalabanJ	BertzCT	Chi0	Chi0n	Chi0v	Chi1	Chi1n	Chi1v	Chi2n	Chi2v	Chi3n	Chi3v	Chi4n	Chi4v	HallKierAlpha	Ipc	Kappa1	Kappa2	Kappa3	LabuteASA	PEOE_VSA1	PEOE_VSA10	PEOE_VSA11	PEOE_VSA12	PEOE_VSA13	PEOE_VSA14	PEOE_VSA2	PEOE_VSA3	PEOE_VSA4	PEOE_VSA5	PEOE_VSA6	PEOE_VSA7	PEOE_VSA8	PEOE_VSA9	SMR_VSA1	SMR_VSA10	SMR_VSA2	SMR_VSA3	SMR_VSA4	SMR_VSA5	SMR_VSA6	SMR_VSA7	SMR_VSA8	SMR_VSA9	SlogP_VSA1	SlogP_VSA10	SlogP_VSA11	SlogP_VSA12	SlogP_VSA2	SlogP_VSA3	SlogP_VSA4	SlogP_VSA5	SlogP_VSA6	SlogP_VSA7	SlogP_VSA8	SlogP_VSA9	TPSA	EState_VSA1	EState_VSA10	EState_VSA11	EState_VSA2	EState_VSA3	EState_VSA4	EState_VSA5	EState_VSA6	EState_VSA7	EState_VSA8	EState_VSA9	VSA_EState1	VSA_EState10	VSA_EState2	VSA_EState3	VSA_EState4	VSA_EState5	VSA_EState6	VSA_EState7	VSA_EState8	VSA_EState9	FractionCSP3	HeavyAtomCount	NHOHCount	NOCount	NumAliphaticCarbocycles	NumAliphaticHeterocycles	NumAliphaticRings	NumAromaticCarbocycles	NumAromaticHeterocycles	NumAromaticRings	NumHAcceptors	NumHDonors	NumHeteroatoms	NumRotatableBonds	NumSaturatedCarbocycles	NumSaturatedHeterocycles	NumSaturatedRings	RingCount	MolLogP	MolMR	fr_Al_COO	fr_Al_OH	fr_Al_OH_noTert	fr_ArN	fr_Ar_COO	fr_Ar_N	fr_Ar_NH	fr_Ar_OH	fr_COO	fr_COO2	fr_C_O	fr_C_O_noCOO	fr_C_S	fr_HOCCN	fr_Imine	fr_NH0	fr_NH1	fr_NH2	fr_N_O	fr_Ndealkylation1	fr_Ndealkylation2	fr_Nhpyrrole	fr_SH	fr_aldehyde	fr_alkyl_carbamate	fr_alkyl_halide	fr_allylic_oxid	fr_amide	fr_amidine	fr_aniline	fr_aryl_methyl	fr_azide	fr_azo	fr_barbitur	fr_benzene	fr_benzodiazepine	fr_bicyclic	fr_diazo	fr_dihydropyridine	fr_epoxide	fr_ester	fr_ether	fr_furan	fr_guanido	fr_halogen	fr_hdrzine	fr_hdrzone	fr_imidazole	fr_imide	fr_isocyan	fr_isothiocyan	fr_ketone	fr_ketone_Topliss	fr_lactam	fr_lactone	fr_methoxy	fr_morpholine	fr_nitrile	fr_nitro	fr_nitro_arom	fr_nitro_arom_nonortho	fr_nitroso	fr_oxazole	fr_oxime	fr_para_hydroxylation	fr_phenol	fr_phenol_noOrthoHbond	fr_phos_acid	fr_phos_ester	fr_piperdine	fr_piperzine	fr_priamide	fr_prisulfonamd	fr_pyridine	fr_quatN	fr_sulfide	fr_sulfonamd	fr_sulfone	fr_term_acetylene	fr_tetrazole	fr_thiazole	fr_thiocyan	fr_thiophene	fr_unbrch_alkane	fr_urea	NumAmideBonds	NumSpiroAtoms	NumBridgeheadAtoms
88683-93-6	CCC12CCC3C(C)(C)CCCC3(C)C1CCO2	6.276045445956161	0.24868055555555557	6.276045445956161	0.24868055555555557	0.6494012255325374	250.4259999999999	220.18599999999995	250.22966558000002	104	0	0.0713742279648436	-0.37468746269177305	0.37468746269177305	0.0713742279648436	1.0	1.7777777777777777	2.5	16.506709474079994	9.45000962842511	2.606777936953117	-2.604489518401082	2.6494126312109314	-2.5629965952168066	5.100484391762882	-0.1561717619470739	1.977119252562138	334.5017936023637	13.018661569058182	12.719803078335497	12.719803078335497	8.446070853459895	8.085316742693365	8.085316742693365	8.047264846206021	8.047264846206021	6.957735533269469	6.957735533269469	6.138177993177881	6.138177993177881	-0.04	15415.572384541201	12.966923666973225	3.9766486002450754	1.5528793872569653	112.67437662709447	4.736862953800049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.11577042168851	61.1907227686724	6.606881964512918	5.601050810983688	4.736862953800049	0.0	0.0	0.0	22.665793031116344	78.24175097022825	6.606881964512918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.207932775496605	4.736862953800049	22.665793031116344	72.64070015924457	0.0	0.0	0.0	0.0	9.23	0.0	0.0	0.0	5.601050810983688	10.82998093879356	18.442694056835705	44.94575136048208	0.0	0.0	27.694948798762496	4.736862953800049	6.276045445956161	0.0	0.0	0.0	1.347888321995465	1.7485648148148143	0.0	9.551731150793652	10.992436933106575	0.0	1.0	18	0	1	2	1	3	0	0	0	1	0	1	1	2	1	3	3	4.798100000000004	75.54400000000007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90-05-1	COc1ccccc1O	8.98550925925926	0.1805555555555558	8.98550925925926	0.1805555555555558	0.6127725486570803	124.13899999999997	116.07499999999997	124.052429496	48	0	0.159973721120165	-0.5042548357902157	0.5042548357902157	0.159973721120165	1.3333333333333333	2.0	2.4444444444444446	16.473959000435126	10.308952917667566	1.9357138577099908	-1.9872980717789168	2.224673531587158	-1.8031102621429882	5.370720836721778	0.3732712808331073	3.0065240073265844	195.86256853719752	6.69023444431199	5.164862962722324	5.164862962722324	4.342535255101096	2.6633295026354	2.6633295026354	1.6718488391821222	1.6718488391821222	1.0851702186431136	1.0851702186431136	0.6297770429967046	0.6297770429967046	-1.1800000000000002	130.65102508867633	5.947877237851663	2.3955617406597787	1.1340794947334671	53.704124215596465	9.843390348640755	0.0	11.49902366656781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.13273413692322	12.13273413692322	0.0	7.109797541277533	9.843390348640755	0.0	0.0	0.0	0.0	0.0	7.109797541277533	24.26546827384644	0.0	11.49902366656781	4.736862953800049	0.0	11.49902366656781	0.0	12.216324936118239	0.0	0.0	0.0	24.26546827384644	0.0	0.0	0.0	29.46	0.0	0.0	0.0	5.749511833283905	5.749511833283905	0.0	7.109797541277533	24.26546827384644	0.0	0.0	9.843390348640755	4.794953703703704	0.0	0.0	8.98550925925926	0.0	0.69212962962963	6.837870370370371	0.0	0.0	1.5228703703703703	0.14285714285714285	9	1	2	0	0	0	1	0	1	2	1	2	1	0	0	0	1	1.4008	34.6588	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111-71-7	CCCCCCC=O	9.768008786848073	0.75	9.768008786848073	0.75	0.3951230978044112	114.18799999999999	100.07599999999998	114.104465068	48	0	0.11949019866492745	-0.30340290814946846	0.30340290814946846	0.11949019866492745	1.25	2.0	2.5	16.128720481644375	10.160754703927799	1.8299036953018308	-1.8981242502952553	1.9894756702654155	-1.7581680572711944	5.484120793525199	-0.10746699709644852	2.616293090417985	50.34851554559677	6.242640687119286	5.521132465586227	5.521132465586227	3.914213562373095	3.3510573320459267	3.3510573320459267	2.0160019730413006	2.0160019730413006	1.175528666022963	1.175528666022963	0.6544475959273766	0.6544475959273766	-0.33	61.499612265106904	7.669999999999999	6.670000000000001	5.670000000000001	51.09042581425296	4.794537184071822	6.286160523129555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.186202068468653	6.4208216229260096	6.4208216229260096	0.0	4.794537184071822	6.286160523129555	0.0	0.0	0.0	39.02784531432067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.286160523129555	4.794537184071822	0.0	39.02784531432067	0.0	0.0	0.0	0.0	17.07	0.0	4.794537184071822	0.0	0.0	0.0	19.127803768981575	19.26246486877803	0.0	0.0	6.923737199690624	0.0	0.0	0.0	9.768008786848073	0.0	0.0	0.0	0.0	6.564421768707483	2.167569444444444	0.0	0.8571428571428571	8	0	1	0	0	0	0	0	0	1	0	1	5	0	0	0	0	2.1557000000000004	34.822999999999986	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
111-70-6	CCCCCCCO	8.365586734693878	0.36479591836734704	8.365586734693878	0.36479591836734704	0.5441914935658748	116.204	100.07599999999998	116.120115132	50	0	0.04305240722358137	-0.39637656934229265	0.39637656934229265	0.04305240722358137	1.0	1.625	2.125	16.249923664121983	10.156927409334365	1.8355493946765933	-1.9302010202407784	1.9992919154403415	-1.8123719223305603	4.3862962203408635	0.28226080118618174	2.53006045688352	29.368065554250645	6.242640687119286	5.689854282619244	5.689854282619244	3.914213562373095	3.5233345472033855	3.5233345472033855	2.1378203601230736	2.1378203601230736	1.2616672736016925	1.2616672736016925	0.715356789468263	0.715356789468263	-0.04	61.499612265106904	7.96	6.96	5.959999999999999	51.723137466405205	5.106527394840706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.60702369139466	6.4208216229260096	6.606881964512918	0.0	5.106527394840706	0.0	0.0	0.0	0.0	39.02784531432067	6.606881964512918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.713409359353623	0.0	0.0	39.02784531432067	0.0	0.0	0.0	0.0	20.23	0.0	0.0	0.0	0.0	6.606881964512918	6.4208216229260096	25.683286491704038	0.0	0.0	6.923737199690624	5.106527394840706	0.0	0.0	0.0	8.365586734693878	0.0	0.0	0.0	6.076218820861678	2.5581944444444447	0.0	1.0	8	1	1	0	0	0	0	0	0	1	1	1	5	0	0	0	0	1.9491	35.84479999999999	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
68-25-1	CCCCCC=O	9.67967970521542	0.7438888888888888	9.67967970521542	0.7438888888888888	0.3883941773179649	100.16099999999999	88.06499999999998	100.088815004	42	0	0.11949019725434507	-0.303402908155129	0.303402908155129	0.11949019725434507	1.4285714285714286	2.142857142857143	2.5714285714285716	16.128719593784886	10.204936414232245	1.7957032534149102	-1.8527052605870618	1.9402380868566855	-1.7337353710701222	5.484088504151358	-0.10746230103742693	2.558780869327957	41.444678358882754	5.535533905932738	4.814025684399679	4.814025684399679	3.414213562373095	2.8510573320459267	2.8510573320459267	1.6624485824480268	1.6624485824480268	0.925528666022963	0.925528666022963	0.47767090063073964	0.47767090063073964	-0.33	35.509609925153406	6.670000000000001	5.670000000000001	5.669999999999999	44.72548369985635	4.794537184071822	6.286160523129555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.765380445542643	6.4208216229260096	6.4208216229260096	0.0	4.794537184071822	6.286160523129555	0.0	0.0	0.0	32.60702369139466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.286160523129555	4.794537184071822	0.0	32.60702369139466	0.0	0.0	0.0	0.0	17.07	0.0	4.794537184071822	0.0	0.0	0.0	19.127803768981575	12.841643245852019	0.0	0.0	6.923737199690624	0.0	0.0	0.0	9.67967970521542	0.0	0.0	0.0	0.0	5.190555555555556	2.129764739229025	0.0	0.8333333333333334	7	0	1	0	0	0	0	0	0	1	0	1	4	0	0	0	0	1.7656	30.20599999999998	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
142-62-1	CCCCCC(=O)O	9.874124149659863	-0.6819907407407404	9.874124149659863	0.3272222222222223	0.5668732042121558	116.15999999999998	104.06399999999998	116.083729624	48	0	0.30283955508920857	-0.48123038978903615	0.48123038978903615	0.30283955508920857	1.5	2.125	2.5	16.3651171557072	10.192969759239665	1.922593033134046	-1.8929486356541232	1.9665585999543158	-1.9210552139374126	5.66011053245997	-0.13664414147432088	2.822354554248032	68.92878689342031	6.405777393935816	5.183889010710011	5.183889010710011	3.770055610029662	2.9883911147617317	2.9883911147617317	1.8508453244099006	1.8508453244099006	0.9941955573808657	0.9941955573808657	0.5262257251529125	0.5262257251529125	-0.53	48.27551104108667	7.470000000000001	4.624559505409582	5.469999999999999	49.51971745205236	5.106527394840706	0.0	0.0	0.0	0.0	5.969305287951849	4.794537184071822	0.0	0.0	0.0	19.765380445542643	6.4208216229260096	6.4208216229260096	0.0	9.901064578912528	5.969305287951849	0.0	0.0	0.0	32.60702369139466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.075832682792555	4.794537184071822	0.0	32.60702369139466	0.0	0.0	0.0	0.0	37.3	5.969305287951849	4.794537184071822	0.0	0.0	6.4208216229260096	19.26246486877803	0.0	0.0	0.0	6.923737199690624	5.106527394840706	0.0	0.0	9.874124149659863	8.140104875283447	0.0	-0.6819907407407404	0.0	3.277037037037037	2.05739134542706	0.0	0.8333333333333334	8	1	2	0	0	0	0	0	0	1	1	2	4	0	0	0	0	1.6513	31.77779999999998	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
111-27-3	CCCCCCO	8.292882653061223	0.36111111111111116	8.292882653061223	0.36111111111111116	0.5339278817039772	102.17699999999999	88.06499999999998	102.104465068	44	0	0.04305240583871402	-0.396376569347818	0.396376569347818	0.04305240583871402	1.1428571428571428	1.8571428571428572	2.2857142857142856	16.24992271074938	10.199338618479077	1.8042035443757636	-1.899002084825518	1.9548843059963394	-1.7998072712309119	4.352979366632653	0.282705155566582	2.447472887876344	23.360990398949916	5.535533905932738	4.982747501432696	4.982747501432696	3.414213562373095	3.0233345472033855	3.0233345472033855	1.7842669695298	1.7842669695298	1.0116672736016925	1.0116672736016925	0.5385800941716262	0.5385800941716262	-0.04	35.509609925153406	6.96	5.959999999999999	5.960000000000001	45.35819535200859	5.106527394840706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.186202068468653	6.4208216229260096	6.606881964512918	0.0	5.106527394840706	0.0	0.0	0.0	0.0	32.60702369139466	6.606881964512918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.713409359353623	0.0	0.0	32.60702369139466	0.0	0.0	0.0	0.0	20.23	0.0	0.0	0.0	0.0	6.606881964512918	6.4208216229260096	19.26246486877803	0.0	0.0	6.923737199690624	5.106527394840706	0.0	0.0	0.0	8.292882653061223	0.0	0.0	0.0	4.6819444444444445	2.5251729024943312	0.0	1.0	7	1	1	0	0	0	0	0	0	1	1	1	4	0	0	0	0	1.559	31.22779999999998	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
623-37-0	CCCC(O)CC	8.857916666666666	-0.05092592592592626	8.857916666666666	0.05092592592592626	0.5729664843005482	102.17699999999999	88.06499999999998	102.104465068	44	0	0.053711905178556944	-0.3931423955826943	0.3931423955826943	0.053711905178556944	1.4285714285714286	2.0	2.142857142857143	16.26560187333993	10.160206113667568	1.9401852346392487	-2.0131598947405824	1.9755386579348329	-2.0124579642756633	4.473297294280572	0.15918140204601294	2.8318199660707846	35.161259458730164	5.698670612749268	5.145884208249226	5.145884208249226	3.308060412490447	2.988909033047982	2.988909033047982	1.8507469313235994	1.8507469313235994	1.0931480451301931	1.0931480451301931	0.5373477353374435	0.5373477353374435	-0.04	31.916635235956914	6.96	4.127785234899329	3.799034859521332	45.35819535200859	5.106527394840706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.268296022307258	12.841643245852019	0.0	6.103966387748303	5.106527394840706	0.0	0.0	0.0	0.0	39.21390565590758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.210493782589008	0.0	0.0	33.10993926815928	0.0	0.0	0.0	0.0	20.23	0.0	0.0	0.0	6.103966387748303	0.0	19.26246486877803	0.0	0.0	6.923737199690624	6.923737199690624	5.106527394840706	0.0	0.0	0.0	8.857916666666666	0.0	0.0	0.0	2.89287037037037	4.082546296296297	0.0	1.0	7	1	1	0	0	0	0	0	0	1	1	1	3	0	0	0	0	1.5574	31.205799999999982	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6728-26-3	CCC/C=C/C=O	9.592874149659863	0.80125	9.592874149659863	0.80125	0.3862877991333781	98.14499999999998	88.06499999999998	98.07316494	40	0	0.14201803733976104	-0.29857631082421043	0.29857631082421043	0.14201803733976104	1.5714285714285714	2.2857142857142856	2.7142857142857144	16.12843171751627	10.309246075014759	1.6729211044130026	-1.7556884523801939	1.8453320143398864	-1.6087745673928386	5.639229031990767	-0.1036298919937454	2.921195900565516	64.58027134782355	5.535533905932738	4.554512660405836	4.554512660405836	3.414213562373095	2.5177239987125937	2.5177239987125937	1.3529102482081583	1.3529102482081583	0.6699919848812727	0.6699919848812727	0.3184472670871599	0.3184472670871599	-0.5900000000000001	35.509609925153406	6.41	5.41	5.409999999999999	44.035880667672096	0.0	6.286160523129555	0.0	0.0	0.0	0.0	4.794537184071822	0.0	0.0	0.0	19.420578929450514	12.49684172975989	0.0	0.0	4.794537184071822	6.286160523129555	0.0	0.0	0.0	19.765380445542643	0.0	12.152040213667762	0.0	0.0	0.0	0.0	0.0	0.0	6.286160523129555	4.794537184071822	0.0	19.765380445542643	12.152040213667762	0.0	0.0	0.0	17.07	0.0	4.794537184071822	0.0	0.0	0.0	19.127803768981575	6.076020106833881	0.0	6.076020106833881	6.923737199690624	0.0	0.0	0.0	9.592874149659863	0.0	0.0	0.0	0.0	6.328611111111112	2.078514739229025	0.0	0.5	7	0	1	0	0	0	0	0	0	1	0	1	3	0	0	0	0	1.5416	30.111999999999988	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111-26-2	CCCCCCN	5.269288548752835	0.8611111111111112	5.269288548752835	0.8611111111111112	0.5337740881212314	101.19300000000001	86.073	101.12044947999999	44	0	-0.007727548087909907	-0.33047350396881303	0.33047350396881303	0.007727548087909907	1.1428571428571428	1.8571428571428572	2.2857142857142856	14.508882154371841	10.192657445100387	1.7968648240730016	-1.904498157219551	1.948482513293309	-1.9650714908651976	4.382155706180494	0.6743147553010154	2.447472887876344	23.360990398949916	5.535533905932738	5.112884175122364	5.112884175122364	3.414213562373095	3.1153550716504106	3.1153550716504106	1.8493353063746338	1.8493353063746338	1.057677535825205	1.057677535825205	0.5711142625940432	0.5711142625940432	-0.04	35.509609925153406	6.96	5.959999999999999	5.960000000000001	45.9038522968253	5.733667477162185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.186202068468653	12.965578028838586	0.0	0.0	0.0	0.0	0.0	0.0	5.733667477162185	32.60702369139466	6.544756405912575	0.0	0.0	0.0	5.733667477162185	0.0	0.0	0.0	6.544756405912575	0.0	0.0	32.60702369139466	0.0	0.0	0.0	0.0	26.02	0.0	0.0	0.0	0.0	0.0	6.544756405912575	25.683286491704038	0.0	0.0	6.923737199690624	5.733667477162185	0.0	0.0	0.0	0.0	5.269288548752835	0.0	0.0	5.164722222222222	3.0659892290249435	0.0	1.0	7	2	1	0	0	0	0	0	0	1	1	1	4	0	0	0	0	1.5253999999999999	33.19639999999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
101-86-0	CCCCCCC(C=O)=Cc1ccccc1	10.904848907155454	0.9011848072562358	10.904848907155454	0.9011848072562358	0.37831492048469173	216.324	196.16399999999996	216.15141526	86	0	0.14554215422979205	-0.2982563755062391	0.2982563755062391	0.14554215422979205	1.125	1.875	2.5	16.12905360180715	10.047818096580285	1.9612588213748468	-2.0010737056922308	2.1201936084156516	-1.8625808927357566	5.8099263794455	-0.10451546596210091	2.4733412797916827	324.54800497189876	11.639981912617825	9.985234080723984	9.985234080723984	7.863703305156274	6.073071438482734	6.073071438482734	4.058447428928474	4.058447428928474	2.622014499589847	2.622014499589847	1.6843560188746196	1.6843560188746196	-1.37	4823.468278882015	12.698352699931647	7.861728805175354	4.921948556645515	98.18780121692596	0.0	6.286160523129555	0.0	0.0	0.0	0.0	4.794537184071822	0.0	0.0	0.0	56.5180374107767	30.05421937445216	0.0	0.0	4.794537184071822	12.362180629963436	0.0	0.0	0.0	39.02784531432067	0.0	41.468391364074314	0.0	0.0	0.0	0.0	0.0	0.0	6.286160523129555	4.794537184071822	0.0	44.59129680601767	35.90493987237732	0.0	6.076020106833881	0.0	17.07	0.0	4.794537184071822	0.0	0.0	0.0	30.264359790747836	19.26246486877803	0.0	36.407855449141934	6.923737199690624	0.0	0.0	0.0	10.904848907155454	0.0	2.0161060983035193	0.0	10.01481714889047	8.702677182175288	2.1948839968086	0.0	0.4	16	0	1	0	0	0	1	0	1	1	0	1	7	0	0	0	1	4.239300000000004	69.24200000000005	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
90-87-9	COC(OC)C(C)c1ccccc1	5.193436318972033	-0.16444444444444484	5.193436318972033	0.16444444444444484	0.6623377161213929	180.247	164.11899999999997	180.115029752	72	0	0.16282405961767976	-0.35527729812402187	0.35527729812402187	0.16282405961767976	1.0	1.5384615384615385	2.0	16.668321065392036	10.008611050556969	2.16278187335256	-2.2060051349031715	2.202669852444105	-2.2006995121479545	5.187275858968131	-0.11458725222099558	2.7179449006945715	229.105411655028	9.681798275874712	8.357948465255108	8.357948465255108	6.291223660084841	4.39794344135949	4.39794344135949	3.039153829749651	3.039153829749651	2.198219821644705	2.198219821644705	1.4182082952323123	1.4182082952323123	-0.8600000000000001	1023.9527289583551	10.222372322899506	4.99700001221536	2.54035093121246	79.48320415049378	9.473725907600098	0.0	6.290026729335213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.255572541998674	5.563451491696996	20.13750112871646	0.0	9.473725907600098	0.0	0.0	0.0	0.0	19.13166997518723	14.219595082555067	35.89528683400505	0.0	0.0	0.0	0.0	0.0	0.0	20.50962181189028	9.473725907600098	0.0	18.405094737549014	30.33183534230805	0.0	0.0	0.0	18.46	0.0	0.0	0.0	12.207932775496605	0.0	0.0	5.563451491696996	14.219595082555067	18.19910120538483	19.056471336613843	9.473725907600098	10.386872637944066	0.0	0.0	0.0	1.2325925925925927	0.26037037037037014	10.207016250944822	-0.16444444444444484	2.0902777777777777	3.3206481481481482	0.45454545454545453	13	0	2	0	0	0	1	0	1	2	0	2	4	0	0	0	1	2.4090000000000007	52.66300000000004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107-75-5	CC(CC=O)CCCC(C)(C)O	10.125946672650542	-0.5546637613378684	10.125946672650542	0.4628240740740739	0.6232407158482187	172.268	152.10799999999998	172.14632988	72	0	0.11975617849063465	-0.39047199599669863	0.39047199599669863	0.11975617849063465	1.5	2.0833333333333335	2.5	16.280986893081607	9.955457208417	2.117765340811966	-2.1703848225767053	2.161469164613325	-2.177478244758088	5.489885932047447	-0.1080945536468221	3.3646911205899195	124.29049405545331	9.612884175122364	8.338589549089264	8.338589549089264	5.454507021897173	4.6149575893199835	4.6149575893199835	4.212203427467733	4.212203427467733	1.9840974911574223	1.9840974911574223	1.1652516740494596	1.1652516740494596	-0.37	256.36152664345354	11.63	5.306328434805405	7.733842159916927	74.9794859096388	9.901064578912528	6.286160523129555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.765380445542643	26.18620206846865	6.4208216229260096	5.601050810983688	9.901064578912528	6.286160523129555	0.0	0.0	5.917906046161393	52.05554890175959	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.99373872895395	4.794537184071822	5.917906046161393	46.4544980907759	0.0	0.0	0.0	0.0	37.3	5.601050810983688	9.901064578912528	0.0	0.0	12.338727669087403	25.548625391907585	0.0	0.0	13.847474399381248	6.923737199690624	0.0	0.0	0.0	10.125946672650542	9.390892227261276	-0.5546637613378684	0.4628240740740739	0.0	4.456395030234316	5.701939090450995	0.0	0.9	12	1	2	0	0	0	0	0	0	2	1	2	6	0	0	0	0	2.1527000000000007	49.99380000000003	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
